3902.0,285
3933.3,360
4120.8,450
4142.3,280
4145.1,360
4153.1,450
4162.7,450
4694.1,450
4695.4,285
4696.2,160
4716.2,280
4815.5,450
4924.1,360
4925.3,450
4993.5,285
5428.6,360
5432.8,650
5453.8,1000
5473.6,1000
5509.7,1000
5564.9,280
5606.1,1000
5640.0,450
5640.3,450
5647.0,280
5659.9,650
5664.7,450
5706.1,160
5819.2,450
6052.7,450
6286.4,280
6287.1,450
6305.5,450
6312.7,450
6384.9,280
6397.3,280
6398.0,280
6413.7,360
6743.6,160
6748.8,285
6757.2,450
7579.0,450
